snapshot_date,batch_id,hospital_id,medicine_id,quantity_units,unit,unit_cost_npr,received_date,expiry_date,days_to_expiry,reorder_level,avg_daily_use,days_of_cover,stock_status,supplier,storage_condition
2026-06-30,BATCH-004776,HOSP-LB-005,MED-038,864,ampoule,12.0,2026-05-31,2028-03-13,622,232,23.262,37.14,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004777,HOSP-LB-005,MED-039,284,ampoule,10.0,2025-07-31,2027-05-06,310,194,19.417,14.63,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004778,HOSP-LB-005,MED-039,270,ampoule,10.0,2026-05-28,2029-06-03,1069,194,19.417,13.91,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004779,HOSP-LB-005,MED-040,157,ampoule,28.0,2024-09-14,2026-09-04,66,176,17.667,8.89,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-004780,HOSP-LB-005,MED-040,54,ampoule,28.0,2024-01-27,2026-10-12,104,176,17.667,3.06,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-004781,HOSP-LB-005,MED-040,158,ampoule,28.0,2026-05-23,2028-05-16,686,176,17.667,8.94,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-004782,HOSP-LB-005,MED-041,16,vial,180.0,2025-07-31,2027-02-16,231,24,2.417,6.62,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-004783,HOSP-LB-005,MED-041,30,vial,180.0,2026-05-30,2028-01-19,568,24,2.417,12.41,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004784,HOSP-LB-005,MED-042,13,vial,1200.0,2025-10-06,2027-06-06,341,12,1.286,10.11,OK,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-004785,HOSP-LB-005,MED-042,8,vial,1200.0,2026-05-30,2028-01-23,572,12,1.286,6.22,LOW_STOCK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-004786,HOSP-LB-005,MED-042,12,vial,1200.0,2025-10-31,2027-03-05,248,12,1.286,9.33,LOW_STOCK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-004787,HOSP-LB-005,MED-043,15,vial,3500.0,2026-01-23,2027-11-19,507,8,0.821,18.26,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004788,HOSP-LB-005,MED-044,13,vial,450.0,2025-04-06,2026-09-04,66,12,1.274,10.21,NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004789,HOSP-LB-005,MED-044,13,vial,450.0,2026-01-12,2027-01-30,214,12,1.274,10.21,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004790,HOSP-LB-005,MED-045,56,tablet,15.0,2024-10-16,2026-09-28,90,45,4.56,12.28,NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004791,HOSP-LB-005,MED-045,65,tablet,15.0,2026-05-29,2027-09-16,443,45,4.56,14.26,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004792,HOSP-LB-005,MED-046,6,prefilled,4500.0,2026-01-02,2027-06-07,342,8,0.821,7.3,LOW_STOCK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-004793,HOSP-LB-005,MED-046,3,prefilled,4500.0,2026-03-24,2027-05-24,328,8,0.821,3.65,LOW_STOCK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-004794,HOSP-LB-005,MED-046,4,prefilled,4500.0,2026-03-15,2027-07-26,391,8,0.821,4.87,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-004795,HOSP-LB-005,MED-047,991,sachet,6.0,2025-11-29,2027-11-12,500,610,61.012,16.24,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004796,HOSP-LB-005,MED-048,1153,bottle,65.0,2026-05-18,2027-12-03,521,228,22.845,50.47,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004797,HOSP-LB-005,MED-049,1056,capsule,2.0,2026-06-02,2028-04-03,643,245,24.5,43.1,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004798,HOSP-LB-005,MED-050,604,vial,120.0,2026-06-16,2028-03-01,610,177,17.75,34.03,OK,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-004799,HOSP-LB-005,MED-051,133,vial,80.0,2026-06-26,2027-12-05,523,173,17.31,7.68,LOW_STOCK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-004800,HOSP-LB-005,MED-051,151,vial,80.0,2025-12-18,2027-10-22,479,173,17.31,8.72,LOW_STOCK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-004801,HOSP-LB-005,MED-052,378,kit,25.0,2025-07-20,2026-09-24,86,414,41.452,9.12,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-004802,HOSP-LB-005,MED-052,333,kit,25.0,2026-03-23,2028-02-16,596,414,41.452,8.03,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004803,HOSP-LB-005,MED-052,343,kit,25.0,2025-01-13,2026-12-21,174,414,41.452,8.27,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-004804,HOSP-LB-005,MED-053,489,ampoule,35.0,2026-06-22,2028-02-13,593,284,28.44,17.19,OK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-004805,HOSP-LB-005,MED-054,341,tablet,20.0,2025-06-13,2026-10-17,109,177,17.714,19.25,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004806,HOSP-LB-005,MED-055,365,ampoule,18.0,2026-06-11,2028-09-25,818,93,9.357,39.01,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004807,HOSP-LB-005,MED-056,329,ampoule,45.0,2026-02-25,2028-04-21,661,90,9.071,36.27,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004808,HOSP-LB-005,MED-057,98,bottle,55.0,2025-02-07,2027-01-14,198,78,7.893,12.42,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004809,HOSP-LB-005,MED-057,287,bottle,55.0,2025-08-23,2027-02-10,225,78,7.893,36.36,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004810,HOSP-LB-005,MED-058,54,bottle,90.0,2026-03-16,2027-11-01,489,47,4.714,11.45,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004811,HOSP-LB-005,MED-058,46,bottle,90.0,2026-06-12,2028-01-19,568,47,4.714,9.76,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004812,HOSP-LB-005,MED-059,106,bottle,70.0,2026-06-01,2028-05-03,673,43,4.333,24.46,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004813,HOSP-LB-005,MED-060,81,vial,2500.0,2026-03-01,2027-05-12,316,25,2.571,31.5,OK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-004814,HOSP-LB-005,MED-061,109,ampoule,25.0,2026-02-21,2027-05-16,320,98,9.857,11.06,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004815,HOSP-LB-005,MED-061,104,ampoule,25.0,2025-03-03,2027-01-01,185,98,9.857,10.55,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004816,HOSP-LB-005,MED-061,127,ampoule,25.0,2025-01-16,2026-11-15,138,98,9.857,12.88,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004817,HOSP-LB-005,MED-062,103,ampoule,12.0,2026-06-29,2027-11-28,516,65,6.56,15.7,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004818,HOSP-LB-005,MED-062,59,ampoule,12.0,2026-04-06,2028-12-19,903,65,6.56,8.99,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004819,HOSP-LB-005,MED-062,155,ampoule,12.0,2025-03-26,2027-10-20,477,65,6.56,23.63,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004820,HOSP-LB-005,MED-063,204,vial,850.0,2026-05-29,2028-04-14,654,46,4.619,44.16,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-004821,HOSP-LB-005,MED-064,1202,roll,80.0,2022-11-22,2027-02-08,223,434,43.488,27.64,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004822,HOSP-LB-005,MED-065,230,unit,0.0,2026-06-14,2026-07-07,7,61,6.143,37.44,NEAR_EXPIRY,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-004823,HOSP-LB-005,MED-066,81,unit,0.0,2026-06-26,2026-07-21,21,52,5.214,15.53,NEAR_EXPIRY,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-004824,HOSP-LB-005,MED-066,34,unit,0.0,2026-06-26,2026-07-13,13,52,5.214,6.52,LOW_AND_NEAR_EXPIRY,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-004825,HOSP-LB-005,MED-066,35,unit,0.0,2026-06-19,2026-07-13,13,52,5.214,6.71,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-004826,HOSP-LB-005,MED-067,207,vial,40.0,2024-12-21,2027-06-05,340,245,24.595,8.42,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004827,HOSP-LB-005,MED-067,354,vial,40.0,2026-05-30,2028-11-03,857,245,24.595,14.39,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004828,HOSP-LB-005,MED-068,87,vial,180.0,2024-08-09,2026-09-12,74,69,6.964,12.49,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-004829,HOSP-LB-005,MED-068,79,vial,180.0,2025-09-26,2027-12-16,534,69,6.964,11.34,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004830,HOSP-LB-005,MED-068,180,vial,180.0,2026-06-20,2029-02-01,947,69,6.964,25.85,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004831,HOSP-LB-005,MED-069,87,ampoule,95.0,2025-12-22,2027-10-27,484,97,9.714,8.96,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-004832,HOSP-LB-005,MED-069,162,ampoule,95.0,2024-05-30,2026-10-22,114,97,9.714,16.68,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004833,HOSP-LB-005,MED-070,339,sachet,120.0,2026-06-21,2028-04-05,645,226,22.667,14.96,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004834,HOSP-LB-005,MED-070,441,sachet,120.0,2024-10-18,2026-08-25,56,226,22.667,19.46,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004835,HOSP-LB-005,MED-071,305,ampoule,150.0,2026-02-23,2027-06-16,351,78,7.821,39.0,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004836,HOSP-LB-005,MED-072,768,vial,650.0,2026-04-24,2027-07-12,377,174,17.452,44.01,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004837,HOSP-KR-001,MED-001,1139,tablet,1.5,2025-04-10,2026-11-05,128,712,71.274,15.98,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004838,HOSP-KR-001,MED-001,552,tablet,1.5,2024-10-18,2026-07-10,10,712,71.274,7.74,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-004839,HOSP-KR-001,MED-001,789,tablet,1.5,2026-06-26,2028-04-21,661,712,71.274,11.07,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004840,HOSP-KR-001,MED-002,618,bottle,45.0,2025-08-02,2026-08-07,38,128,12.81,48.25,NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-004841,HOSP-KR-001,MED-003,497,tablet,2.5,2026-06-01,2028-04-07,647,220,22.083,22.51,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004842,HOSP-KR-001,MED-003,438,tablet,2.5,2025-02-10,2027-06-12,347,220,22.083,19.83,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004843,HOSP-KR-001,MED-004,98,ampoule,25.0,2025-10-02,2026-12-07,160,77,7.726,12.68,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004844,HOSP-KR-001,MED-004,245,ampoule,25.0,2026-05-29,2027-07-14,379,77,7.726,31.71,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004845,HOSP-KR-001,MED-005,333,capsule,6.0,2025-07-26,2027-06-17,352,272,27.238,12.23,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004846,HOSP-KR-001,MED-005,235,capsule,6.0,2025-12-23,2027-06-20,355,272,27.238,8.63,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-004847,HOSP-KR-001,MED-005,623,capsule,6.0,2026-05-28,2027-11-22,510,272,27.238,22.87,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004848,HOSP-KR-001,MED-006,187,tablet,35.0,2026-06-07,2028-01-28,577,159,15.988,11.7,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004849,HOSP-KR-001,MED-006,414,tablet,35.0,2026-03-22,2027-04-28,302,159,15.988,25.89,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004850,HOSP-KR-001,MED-007,357,tablet,40.0,2026-05-01,2027-03-27,270,138,13.81,25.85,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004851,HOSP-KR-001,MED-007,150,tablet,40.0,2025-05-14,2026-12-22,175,138,13.81,10.86,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004852,HOSP-KR-001,MED-007,184,tablet,40.0,2025-08-09,2027-02-14,229,138,13.81,13.32,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004853,HOSP-KR-001,MED-008,512,tablet,8.0,2026-01-30,2027-07-19,384,170,17.083,29.97,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004854,HOSP-KR-001,MED-009,455,vial,85.0,2025-05-27,2027-01-01,185,92,9.226,49.32,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004855,HOSP-KR-001,MED-010,274,tablet,2.0,2025-06-02,2027-02-14,229,187,18.762,14.6,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004856,HOSP-KR-001,MED-010,378,tablet,2.0,2025-02-06,2027-09-06,433,187,18.762,20.15,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004857,HOSP-KR-001,MED-011,713,sachet,8.0,2025-05-16,2026-07-27,27,520,52.036,13.7,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-004858,HOSP-KR-001,MED-011,562,sachet,8.0,2025-12-20,2028-01-26,575,520,52.036,10.8,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004859,HOSP-KR-001,MED-011,904,sachet,8.0,2025-11-01,2028-01-01,550,520,52.036,17.37,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004860,HOSP-KR-001,MED-012,414,tablet,1.2,2026-06-07,2029-05-17,1052,289,28.952,14.3,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004861,HOSP-KR-001,MED-013,868,bag,55.0,2025-11-20,2027-10-05,462,180,18.06,48.06,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004862,HOSP-KR-001,MED-014,431,bag,45.0,2025-04-29,2026-08-01,32,299,29.976,14.38,NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004863,HOSP-KR-001,MED-014,605,bag,45.0,2026-06-04,2028-01-08,557,299,29.976,20.18,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004864,HOSP-KR-001,MED-015,330,bag,48.0,2026-06-12,2028-03-29,638,158,15.833,20.84,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004865,HOSP-KR-001,MED-015,221,bag,48.0,2025-12-28,2027-07-19,384,158,15.833,13.96,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004866,HOSP-KR-001,MED-015,246,bag,48.0,2024-08-09,2026-07-16,16,158,15.833,15.54,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-004867,HOSP-KR-001,MED-016,35,tablet,15.0,2025-09-09,2027-01-11,195,39,3.976,8.8,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004868,HOSP-KR-001,MED-016,17,tablet,15.0,2026-03-02,2027-07-27,392,39,3.976,4.28,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-004869,HOSP-KR-001,MED-016,38,tablet,15.0,2025-09-18,2027-08-09,405,39,3.976,9.56,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004870,HOSP-KR-001,MED-017,45,tablet,1.8,2025-01-29,2027-12-23,541,20,2.012,22.37,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004871,HOSP-KR-001,MED-018,52,unit,180.0,2026-05-29,2028-05-20,690,57,5.786,8.99,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-004872,HOSP-KR-001,MED-018,83,unit,180.0,2025-01-20,2026-08-31,62,57,5.786,14.35,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-004873,HOSP-KR-001,MED-019,117,ampoule,30.0,2025-08-08,2026-10-03,95,70,7.024,16.66,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004874,HOSP-KR-001,MED-019,61,ampoule,30.0,2026-05-21,2028-03-24,633,70,7.024,8.68,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-004875,HOSP-KR-001,MED-019,117,ampoule,30.0,2025-02-03,2026-10-12,104,70,7.024,16.66,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004876,HOSP-KR-001,MED-020,81,bottle,55.0,2026-06-17,2027-10-19,476,67,6.798,11.92,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004877,HOSP-KR-001,MED-020,33,bottle,55.0,2025-06-30,2026-08-13,44,67,6.798,4.85,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-004878,HOSP-KR-001,MED-020,46,bottle,55.0,2026-05-17,2027-09-22,449,67,6.798,6.77,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-004879,HOSP-KR-001,MED-021,1234,tablet,1.0,2025-06-12,2026-10-19,111,242,24.202,50.99,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004880,HOSP-KR-001,MED-022,159,tablet,2.5,2026-06-03,2029-03-16,990,190,19.036,8.35,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004881,HOSP-KR-001,MED-022,103,tablet,2.5,2025-10-31,2027-02-02,217,190,19.036,5.41,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004882,HOSP-KR-001,MED-022,227,tablet,2.5,2026-05-24,2028-08-07,769,190,19.036,11.92,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004883,HOSP-KR-001,MED-023,890,tablet,1.5,2026-06-26,2029-06-13,1079,320,32.095,27.73,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004884,HOSP-KR-001,MED-024,46,vial,450.0,2026-02-28,2027-06-25,360,41,4.167,11.04,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-004885,HOSP-KR-001,MED-024,86,vial,450.0,2025-06-29,2027-04-30,304,41,4.167,20.64,OK,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-004886,HOSP-KR-001,MED-025,285,tablet,3.0,2026-06-08,2028-12-01,885,163,16.369,17.41,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004887,HOSP-KR-001,MED-025,318,tablet,3.0,2025-12-26,2028-12-04,888,163,16.369,19.43,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004888,HOSP-KR-001,MED-026,534,tablet,0.8,2025-08-29,2027-12-28,546,237,23.786,22.45,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004889,HOSP-KR-001,MED-026,438,tablet,0.8,2026-06-06,2028-02-10,590,237,23.786,18.41,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004890,HOSP-KR-001,MED-027,383,capsule,2.0,2024-08-19,2026-07-20,20,298,29.81,12.85,NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-004891,HOSP-KR-001,MED-027,659,capsule,2.0,2024-12-07,2027-02-23,238,298,29.81,22.11,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004892,HOSP-KR-001,MED-028,106,tablet,6.0,2023-09-26,2026-08-17,48,128,12.81,8.28,LOW_AND_NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-004893,HOSP-KR-001,MED-028,147,tablet,6.0,2026-02-25,2027-09-04,431,128,12.81,11.48,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004894,HOSP-KR-001,MED-028,168,tablet,6.0,2024-09-30,2026-08-08,39,128,12.81,13.12,NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-004895,HOSP-KR-001,MED-029,439,tablet,1.5,2026-06-12,2028-07-28,759,119,11.905,36.88,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004896,HOSP-KR-001,MED-030,61,bottle_100ml,85.0,2024-05-23,2026-12-03,156,64,6.464,9.44,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-004897,HOSP-KR-001,MED-030,94,bottle_100ml,85.0,2024-09-02,2027-05-28,332,64,6.464,14.54,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004898,HOSP-KR-001,MED-031,1488,pair,25.0,2024-11-15,2028-10-20,843,315,31.5,47.24,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004899,HOSP-KR-001,MED-032,1193,piece,5.0,2026-05-30,2030-01-21,1301,494,49.452,24.12,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004900,HOSP-KR-001,MED-032,495,piece,5.0,2025-08-31,2030-05-03,1403,494,49.452,10.01,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004901,HOSP-KR-001,MED-032,663,piece,5.0,2026-05-28,2031-02-10,1686,494,49.452,13.41,OK,Nepal CMS,Ambient
2026-06-30,BATCH-004902,HOSP-KR-001,MED-033,907,piece,35.0,2026-06-13,2029-12-22,1271,210,21.071,43.04,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004903,HOSP-KR-001,MED-034,33,vial,25.0,2026-01-07,2027-08-25,421,31,3.131,10.54,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-004904,HOSP-KR-001,MED-034,24,vial,25.0,2026-06-10,2027-05-15,319,31,3.131,7.67,LOW_STOCK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-004905,HOSP-KR-001,MED-034,58,vial,25.0,2026-04-09,2027-03-20,263,31,3.131,18.52,OK,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-004906,HOSP-KR-001,MED-035,10,vial,350.0,2026-02-05,2027-09-17,444,14,1.429,7.0,LOW_STOCK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-004907,HOSP-KR-001,MED-035,5,vial,350.0,2026-06-18,2028-01-19,568,14,1.429,3.5,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-004908,HOSP-KR-001,MED-035,8,vial,350.0,2026-05-30,2028-03-11,620,14,1.429,5.6,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-004909,HOSP-KR-001,MED-036,260,tablet,0.5,2026-06-01,2027-09-29,456,282,28.214,9.22,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004910,HOSP-KR-001,MED-036,360,tablet,0.5,2026-06-13,2028-01-13,562,282,28.214,12.76,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004911,HOSP-KR-001,MED-037,66,tablet,8.0,2026-05-22,2028-04-08,648,46,4.69,14.07,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-004912,HOSP-KR-001,MED-038,308,ampoule,12.0,2025-12-25,2027-12-01,519,64,6.476,47.56,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004913,HOSP-KR-001,MED-039,83,ampoule,10.0,2026-06-12,2028-05-23,693,45,4.512,18.4,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-004914,HOSP-KR-001,MED-039,52,ampoule,10.0,2026-06-21,2029-03-12,986,45,4.512,11.53,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004915,HOSP-KR-001,MED-039,55,ampoule,10.0,2026-06-01,2028-03-07,616,45,4.512,12.19,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-004916,HOSP-KR-001,MED-040,125,ampoule,28.0,2025-07-29,2028-03-10,619,44,4.44,28.15,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004917,HOSP-KR-001,MED-041,13,vial,180.0,2024-11-05,2026-08-15,46,4,0.452,28.74,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004918,HOSP-KR-001,MED-042,3,vial,1200.0,2026-01-17,2026-12-15,168,3,0.321,9.33,LOW_STOCK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-004919,HOSP-KR-001,MED-042,1,vial,1200.0,2024-11-17,2026-07-28,28,3,0.321,3.11,LOW_AND_NEAR_EXPIRY,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-004920,HOSP-KR-001,MED-042,2,vial,1200.0,2026-06-19,2027-04-05,279,3,0.321,6.22,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-004921,HOSP-KR-001,MED-043,5,vial,3500.0,2025-01-29,2026-11-02,125,3,0.238,21.0,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004922,HOSP-KR-001,MED-044,2,vial,450.0,2025-12-14,2027-03-27,270,3,0.262,7.64,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-004923,HOSP-KR-001,MED-044,1,vial,450.0,2025-09-28,2027-07-21,386,3,0.262,3.82,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-004924,HOSP-KR-001,MED-044,2,vial,450.0,2026-03-24,2027-06-24,359,3,0.262,7.64,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-004925,HOSP-KR-001,MED-045,11,tablet,15.0,2025-07-05,2027-02-14,229,10,1.012,10.87,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004926,HOSP-KR-001,MED-045,32,tablet,15.0,2026-06-09,2028-02-15,595,10,1.012,31.62,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004927,HOSP-KR-001,MED-046,9,prefilled,4500.0,2026-04-01,2027-07-25,390,3,0.179,50.4,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-004928,HOSP-KR-001,MED-047,367,sachet,6.0,2026-06-25,2029-04-08,1013,204,20.44,17.95,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-004929,HOSP-KR-001,MED-047,467,sachet,6.0,2025-10-13,2027-03-31,274,204,20.44,22.85,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-004930,HOSP-KR-001,MED-048,30,bottle,65.0,2026-06-16,2028-03-08,617,51,5.119,5.86,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-004931,HOSP-KR-001,MED-048,13,bottle,65.0,2025-10-04,2026-10-08,100,51,5.119,2.54,LOW_STOCK,DoDA Logistics,Ambient
